"drug","disease","classification","notes","drug_url","disease_url"
"Trazodone","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00656","http://www.disease-ontology.org/term/DOID%3A3312"
"Trazodone","endogenous depression","SYM","","http://www.drugbank.ca/drugs/DB00656","http://www.disease-ontology.org/term/DOID%3A1595"
"Trazodone","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00656","http://www.disease-ontology.org/term/DOID%3A5419"
"Treprostinil","hypertension","DM","pulm htn","http://www.drugbank.ca/drugs/DB00374","http://www.disease-ontology.org/term/DOID%3A10763"
"Treprostinil","rheumatoid arthritis","NOT","","http://www.drugbank.ca/drugs/DB00374","http://www.disease-ontology.org/term/DOID%3A7148"
"Tretinoin","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00755","http://www.disease-ontology.org/term/DOID%3A2531"
"Tretinoin","peripheral nervous system neoplasm","NOT","","http://www.drugbank.ca/drugs/DB00755","http://www.disease-ontology.org/term/DOID%3A1192"
"Triamcinolone","allergic rhinitis","DM","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A4481"
"Triamcinolone","alopecia areata","DM","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A986"
"Triamcinolone","anemia","NOT","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A2355"
"Triamcinolone","ankylosing spondylitis","DM","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A7147"
"Triamcinolone","asthma","DM","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A2841"
"Triamcinolone","atopic dermatitis","DM","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A3310"
"Triamcinolone","brain cancer","SYM","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A1319"
"Triamcinolone","epilepsy syndrome","NOT","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A1826"
"Triamcinolone","hematologic cancer","NOT","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A2531"
"Triamcinolone","multiple sclerosis","NOT","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A2377"
"Triamcinolone","psoriasis","DM","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A8893"
"Triamcinolone","psoriatic arthritis","DM","Pilot classification: ? disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A9008"
"Triamcinolone","rheumatoid arthritis","DM","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A7148"
"Triamcinolone","systemic lupus erythematosus","DM","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A9074"
"Triamcinolone","ulcerative colitis","DM","","http://www.drugbank.ca/drugs/DB00620","http://www.disease-ontology.org/term/DOID%3A8577"
"Triamterene","hypertension","DM","diuretic","http://www.drugbank.ca/drugs/DB00384","http://www.disease-ontology.org/term/DOID%3A10763"
"Trifluoperazine","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00831","http://www.disease-ontology.org/term/DOID%3A5419"
"Trihexyphenidyl","Parkinson's disease","SYM","","http://www.drugbank.ca/drugs/DB00376","http://www.disease-ontology.org/term/DOID%3A14330"
"Trimethadione","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB00347","http://www.disease-ontology.org/term/DOID%3A1826"
"Trimethoprim","asthma","NOT","","http://www.drugbank.ca/drugs/DB00440","http://www.disease-ontology.org/term/DOID%3A2841"
"Triprolidine","atopic dermatitis","SYM","","http://www.drugbank.ca/drugs/DB00427","http://www.disease-ontology.org/term/DOID%3A3310"
"Trisalicylate-choline","psoriasis","SYM","","http://www.drugbank.ca/drugs/DB01401","http://www.disease-ontology.org/term/DOID%3A8893"
"Trisalicylate-choline","rheumatoid arthritis","SYM","","http://www.drugbank.ca/drugs/DB01401","http://www.disease-ontology.org/term/DOID%3A7148"
"Ursodeoxycholic acid","primary biliary cirrhosis","SYM","","http://www.drugbank.ca/drugs/DB01586","http://www.disease-ontology.org/term/DOID%3A12236"
"Valproic Acid","Alzheimer's disease","NOT","","http://www.drugbank.ca/drugs/DB00313","http://www.disease-ontology.org/term/DOID%3A10652"
"Valproic Acid","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00313","http://www.disease-ontology.org/term/DOID%3A3312"
"Valproic Acid","endogenous depression","SYM","","http://www.drugbank.ca/drugs/DB00313","http://www.disease-ontology.org/term/DOID%3A1595"
"Valproic Acid","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB00313","http://www.disease-ontology.org/term/DOID%3A1826"
"Valproic Acid","migraine","SYM","","http://www.drugbank.ca/drugs/DB00313","http://www.disease-ontology.org/term/DOID%3A6364"
"Valproic Acid","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00313","http://www.disease-ontology.org/term/DOID%3A5419"
"Valrubicin","urinary bladder cancer","DM","","http://www.drugbank.ca/drugs/DB00385","http://www.disease-ontology.org/term/DOID%3A11054"
"Valsartan","coronary artery disease","DM","","http://www.drugbank.ca/drugs/DB00177","http://www.disease-ontology.org/term/DOID%3A3393"
"Valsartan","hypertension","DM","","http://www.drugbank.ca/drugs/DB00177","http://www.disease-ontology.org/term/DOID%3A10763"
"Valsartan","type 2 diabetes mellitus","NOT","","http://www.drugbank.ca/drugs/DB00177","http://www.disease-ontology.org/term/DOID%3A9352"
"Vandetanib","thyroid cancer","DM","","http://www.drugbank.ca/drugs/DB05294","http://www.disease-ontology.org/term/DOID%3A1781"
"Varenicline","nicotine dependence","SYM","","http://www.drugbank.ca/drugs/DB01273","http://www.disease-ontology.org/term/DOID%3A0050742"
"Varenicline","type 2 diabetes mellitus","NOT","","http://www.drugbank.ca/drugs/DB01273","http://www.disease-ontology.org/term/DOID%3A9352"
"Vemurafenib","melanoma","DM","","http://www.drugbank.ca/drugs/DB08881","http://www.disease-ontology.org/term/DOID%3A1909"
"Vemurafenib","skin cancer","DM","","http://www.drugbank.ca/drugs/DB08881","http://www.disease-ontology.org/term/DOID%3A4159"
"Venlafaxine","attention deficit hyperactivity disorder","SYM","","http://www.drugbank.ca/drugs/DB00285","http://www.disease-ontology.org/term/DOID%3A1094"
"Venlafaxine","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB00285","http://www.disease-ontology.org/term/DOID%3A594"
"Verapamil","hypertension","DM","","http://www.drugbank.ca/drugs/DB00661","http://www.disease-ontology.org/term/DOID%3A10763"
"Verapamil","migraine","SYM","","http://www.drugbank.ca/drugs/DB00661","http://www.disease-ontology.org/term/DOID%3A6364"
"Vigabatrin","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB01080","http://www.disease-ontology.org/term/DOID%3A1826"
"Vilazodone","endogenous depression","SYM","","http://www.drugbank.ca/drugs/DB06684","http://www.disease-ontology.org/term/DOID%3A1595"
"Vinblastine","breast cancer","DM","","http://www.drugbank.ca/drugs/DB00570","http://www.disease-ontology.org/term/DOID%3A1612"
"Vinblastine","germ cell cancer","DM","","http://www.drugbank.ca/drugs/DB00570","http://www.disease-ontology.org/term/DOID%3A2994"
"Vinblastine","head and neck cancer","DM","","http://www.drugbank.ca/drugs/DB00570","http://www.disease-ontology.org/term/DOID%3A11934"
"Vinblastine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00570","http://www.disease-ontology.org/term/DOID%3A2531"
"Vinblastine","kidney cancer","DM","","http://www.drugbank.ca/drugs/DB00570","http://www.disease-ontology.org/term/DOID%3A263"
"Vinblastine","lung cancer","DM","","http://www.drugbank.ca/drugs/DB00570","http://www.disease-ontology.org/term/DOID%3A1324"
"Vinblastine","testicular cancer","DM","","http://www.drugbank.ca/drugs/DB00570","http://www.disease-ontology.org/term/DOID%3A2998"
"Vincristine","colon cancer","DM","","http://www.drugbank.ca/drugs/DB00541","http://www.disease-ontology.org/term/DOID%3A219"
"Vincristine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00541","http://www.disease-ontology.org/term/DOID%3A2531"
"Vincristine","kidney cancer","DM","","http://www.drugbank.ca/drugs/DB00541","http://www.disease-ontology.org/term/DOID%3A263"
"Vincristine","lymphatic system cancer","DM","","http://www.drugbank.ca/drugs/DB00541","http://www.disease-ontology.org/term/DOID%3A0060073"
"Vincristine","muscle cancer","DM","","http://www.drugbank.ca/drugs/DB00541","http://www.disease-ontology.org/term/DOID%3A4045"
"Vincristine","peripheral nervous system neoplasm","DM","","http://www.drugbank.ca/drugs/DB00541","http://www.disease-ontology.org/term/DOID%3A1192"
"Vincristine","sarcoma","DM","","http://www.drugbank.ca/drugs/DB00541","http://www.disease-ontology.org/term/DOID%3A1115"
"Vinorelbine","breast cancer","DM","","http://www.drugbank.ca/drugs/DB00361","http://www.disease-ontology.org/term/DOID%3A1612"
"Vinorelbine","hematologic cancer","NOT","","http://www.drugbank.ca/drugs/DB00361","http://www.disease-ontology.org/term/DOID%3A2531"
"Vinorelbine","lung cancer","DM","","http://www.drugbank.ca/drugs/DB00361","http://www.disease-ontology.org/term/DOID%3A1324"
"Vinorelbine","ovarian cancer","NOT","","http://www.drugbank.ca/drugs/DB00361","http://www.disease-ontology.org/term/DOID%3A2394"
"Vismodegib","skin cancer","DM","","http://www.drugbank.ca/drugs/DB08828","http://www.disease-ontology.org/term/DOID%3A4159"
"Vitamin C","anemia","DM","","http://www.drugbank.ca/drugs/DB00126","http://www.disease-ontology.org/term/DOID%3A2355"
"Vitamin C","prostate cancer","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB00126","http://www.disease-ontology.org/term/DOID%3A10283"
"Vitamin E","Alzheimer's disease","NOT","","http://www.drugbank.ca/drugs/DB00163","http://www.disease-ontology.org/term/DOID%3A10652"
"Vitamin E","anemia","DM","vit E def asst hemolytic anemia","http://www.drugbank.ca/drugs/DB00163","http://www.disease-ontology.org/term/DOID%3A2355"
"Vorinostat","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB02546","http://www.disease-ontology.org/term/DOID%3A2531"
"WF10","asthma","NOT","in research","http://www.drugbank.ca/drugs/DB05389","http://www.disease-ontology.org/term/DOID%3A2841"
"WF10","chronic obstructive pulmonary disease","NOT","in research","http://www.drugbank.ca/drugs/DB05389","http://www.disease-ontology.org/term/DOID%3A3083"
"WF10","hypertension","NOT","in research","http://www.drugbank.ca/drugs/DB05389","http://www.disease-ontology.org/term/DOID%3A10763"
"WF10","systemic scleroderma","NOT","in research","http://www.drugbank.ca/drugs/DB05389","http://www.disease-ontology.org/term/DOID%3A418"
"Zafirlukast","asthma","DM","","http://www.drugbank.ca/drugs/DB00549","http://www.disease-ontology.org/term/DOID%3A2841"
"Zidovudine","acquired immunodeficiency syndrome","DM","","http://www.drugbank.ca/drugs/DB00495","http://www.disease-ontology.org/term/DOID%3A635"
"Zileuton","asthma","DM","Pilot classification: disease-modifying; Pilot notes: oral, inhibitis leukotrienes","http://www.drugbank.ca/drugs/DB00744","http://www.disease-ontology.org/term/DOID%3A2841"
"Ziprasidone","Gilles de la Tourette syndrome","SYM","","http://www.drugbank.ca/drugs/DB00246","http://www.disease-ontology.org/term/DOID%3A11119"
"Ziprasidone","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00246","http://www.disease-ontology.org/term/DOID%3A3312"
